IdVenta,SKU,Documento_Identidad,FechaVenta,Departamento,Provincia,Distrito,Zona_Logistica,Nombre_Sucursal,Nombre_Promo,Descripcion,Cantidad,Monto_Bruto,Monto_Descuento,Es_Evento
150,LAP-OFF-02,09876543,2023-07-04,Lima,Lima,Ate,Lima,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Efectivo,6,15000,1500.0,1
151,GPU-RTX-40,71234567,2025-02-19,La Libertad,Trujillo,Victor Larco Herrera,Norte,Plataforma Web Nacional,Cupon Gamer Extremo,Yape,5,9250,925.0,1
152,AUD-SNY-WH,73418529,2024-11-02,Lima,Lima,Miraflores,Lima,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Tarjeta Credito,10,9500,950.0,1
153,KEY-HYP-ALL,76543210,2023-08-27,Ancash,Huaraz,Independencia,Centro,Plataforma Web Nacional,Cupon Gamer Extremo,Yape,7,2730,273.0,1
154,LAP-MAC-03,71234567,2024-04-25,Lima,Lima,San Isidro,Lima,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Credito,2,10200,1020.0,1
155,MOU-LOG-G5,09876543,2023-11-13,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Efectivo,7,1960,392.0,1
156,GPU-RTX-40,55667788,2023-03-09,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Plin,5,9250,925.0,1
157,RAM-16G-01,76543210,2025-01-22,Piura,Piura,Castilla,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Yape,2,420,63.0,1
158,MOU-LOG-G5,55667788,2023-09-08,Junin,Huancayo,El Tambo,Centro,Plataforma Web Nacional,Cupon Gamer Extremo,Yape,4,1120,112.0,1
159,MNT-GMR-27,45321678,2024-11-14,Ancash,Huaraz,Independencia,Centro,Tienda Fisica CC Jockey Plaza,Campana Back to School,Tarjeta Credito,1,950,95.0,1
160,SSD-1TB-01,09876543,2024-03-18,Lima,Lima,Ate,Lima,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Efectivo,4,1280,0.0,0
161,SSD-1TB-01,73418529,2023-10-24,Lima,Lima,Ate,Lima,Tienda Fisica CC Jockey Plaza,Campana Back to School,Tarjeta Credito,5,1600,160.0,1
162,LAP-MAC-03,70615243,2023-01-31,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Tarjeta Credito,3,15300,0.0,0
163,RAM-16G-01,76543210,2023-04-18,Ica,Ica,Parcona,Centro,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Tarjeta Debito,5,1050,0.0,0
164,LAP-MAC-03,10293847,2025-01-11,Lambayeque,Chiclayo,Pimentel,Norte,Plataforma Web Nacional,Sin Promocion / Precio Regular,Plin,8,40800,0.0,0
165,MOU-LOG-G5,44332211,2023-03-30,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Tarjeta Debito,10,2800,280.0,1
166,AUD-SNY-WH,70615243,2025-04-02,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Tarjeta Credito,8,7600,0.0,0
167,GPU-RTX-40,55667788,2024-10-21,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Tarjeta Credito,2,3700,370.0,1
168,KEY-HYP-ALL,09876543,2024-10-27,Lima,Lima,Miraflores,Lima,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Efectivo,10,3900,780.0,1
169,GPU-RTX-40,44332211,2025-05-31,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Efectivo,10,18500,1850.0,1
170,LAP-OFF-02,45321678,2025-04-27,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Plin,4,10000,1000.0,1
171,RAM-16G-01,49586712,2024-10-02,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Yape,7,1470,0.0,0
172,AUD-SNY-WH,41253698,2023-06-24,Junin,Huancayo,El Tambo,Centro,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Tarjeta Credito,2,1900,190.0,1
173,LAP-OFF-02,10293847,2024-11-06,Lima,Lima,Miraflores,Lima,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Efectivo,1,2500,375.0,1
174,AUD-SNY-WH,45321678,2024-10-01,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Credito,5,4750,475.0,1
175,RAM-16G-01,45321678,2023-08-10,Ica,Ica,Parcona,Centro,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Plin,4,840,126.0,1
176,RAM-16G-01,70615243,2025-05-28,Junin,Huancayo,El Tambo,Centro,Plataforma Web Nacional,Descuento Black Friday,Efectivo,4,840,168.0,1
177,MOU-LOG-G5,44332211,2024-01-05,Ica,Ica,Parcona,Centro,Plataforma Web Nacional,Campana Back to School,Yape,1,280,28.0,1
178,SSD-2TB-02,41253698,2023-10-21,Puno,Puno,Puno,Sur,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Tarjeta Credito,3,2040,408.0,1
179,KEY-HYP-ALL,55667788,2025-12-22,Cusco,Cusco,Wanchaq,Sur,Plataforma Web Nacional,Campana Cyber Wow Mayo,Tarjeta Credito,2,780,117.0,1
180,SSD-1TB-01,10293847,2024-09-30,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Tarjeta Debito,6,1920,384.0,1
181,RAM-16G-01,44332211,2023-04-12,Ica,Ica,Parcona,Centro,Plataforma Web Nacional,Sin Promocion / Precio Regular,Tarjeta Debito,3,630,0.0,0
182,AUD-SNY-WH,45321678,2025-06-24,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Plin,10,9500,950.0,1
183,GPU-RTX-40,41253698,2024-08-03,Arequipa,Arequipa,Cayma,Sur,Plataforma Web Nacional,Descuento Black Friday,Plin,2,3700,740.0,1
184,AUD-SNY-WH,55667788,2024-03-27,Ica,Ica,Parcona,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Yape,1,950,95.0,1
185,GPU-RTX-40,44332211,2023-10-09,Lima,Lima,San Isidro,Lima,Plataforma Web Nacional,Campana Cyber Wow Mayo,Yape,4,7400,1110.0,1
186,SSD-2TB-02,41253698,2023-12-26,Junin,Huancayo,El Tambo,Centro,Plataforma Web Nacional,Sin Promocion / Precio Regular,Plin,7,4760,0.0,0
187,LAP-MAC-03,10293847,2023-05-28,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica CC Jockey Plaza,Campana Back to School,Efectivo,6,30600,3060.0,1
188,GPU-RTX-40,71234567,2025-05-29,Cusco,Cusco,Wanchaq,Sur,Plataforma Web Nacional,Cupon Gamer Extremo,Tarjeta Credito,6,11100,1110.0,1
189,KEY-HYP-ALL,10293847,2023-02-12,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Tarjeta Credito,7,2730,546.0,1
190,RAM-16G-01,09876543,2023-08-05,Lima,Lima,Ate,Lima,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Tarjeta Credito,7,1470,294.0,1
191,SSD-1TB-01,10293847,2024-09-27,Ica,Ica,Parcona,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Tarjeta Credito,7,2240,224.0,1
192,RAM-16G-01,76543210,2025-12-22,Junin,Huancayo,El Tambo,Centro,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Efectivo,2,420,0.0,0
193,MOU-LOG-G5,76543210,2023-07-30,Puno,Puno,Puno,Sur,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Tarjeta Debito,4,1120,224.0,1
194,LAP-MAC-03,41253698,2023-12-29,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica CC Jockey Plaza,Campana Back to School,Tarjeta Debito,2,10200,1020.0,1
195,AUD-SNY-WH,49586712,2024-10-09,Piura,Piura,Castilla,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Efectivo,6,5700,570.0,1
196,LAP-MAC-03,49586712,2023-04-26,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Yape,5,25500,2550.0,1
197,RAM-16G-01,70615243,2023-04-27,Lima,Lima,Miraflores,Lima,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Plin,1,210,21.0,1
198,RAM-16G-01,41253698,2025-02-26,Lima,Lima,Miraflores,Lima,Plataforma Web Nacional,Campana Back to School,Efectivo,9,1890,189.0,1
199,MNT-GMR-27,44332211,2024-10-20,Lambayeque,Chiclayo,Pimentel,Norte,Plataforma Web Nacional,Cupon Gamer Extremo,Efectivo,4,3800,380.0,1
200,KEY-HYP-ALL,49586712,2024-12-04,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Plin,2,780,0.0,0
201,LAP-OFF-02,70615243,2025-06-18,Ancash,Huaraz,Independencia,Centro,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Tarjeta Debito,8,20000,0.0,0
202,MOU-LOG-G5,70615243,2025-03-04,Ica,Ica,Parcona,Centro,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Yape,5,1400,280.0,1
203,GPU-RTX-40,73418529,2023-07-13,Ancash,Huaraz,Independencia,Centro,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Credito,6,11100,2220.0,1
204,MOU-LOG-G5,55667788,2024-11-13,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Efectivo,3,840,168.0,1
205,LAP-OFF-02,44332211,2023-09-22,Ancash,Huaraz,Independencia,Centro,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Yape,7,17500,3500.0,1
206,KEY-HYP-ALL,45321678,2023-07-11,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Tarjeta Debito,9,3510,702.0,1
207,AUD-SNY-WH,55667788,2024-01-05,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Yape,5,4750,0.0,0
208,SSD-1TB-01,73418529,2023-11-14,Lima,Lima,Ate,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Tarjeta Debito,3,960,144.0,1
209,LAP-OFF-02,41253698,2023-03-19,Cajamarca,Cajamarca,Cajamarca,Centro,Plataforma Web Nacional,Campana Back to School,Efectivo,9,22500,2250.0,1
210,AUD-SNY-WH,73418529,2023-11-29,Puno,Puno,Puno,Sur,Tienda Fisica CC Jockey Plaza,Campana Back to School,Plin,3,2850,285.0,1
211,LAP-MAC-03,44332211,2025-01-16,Lima,Lima,Ate,Lima,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Tarjeta Credito,7,35700,3570.0,1
212,AUD-SNY-WH,76543210,2024-05-04,Piura,Piura,Castilla,Norte,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Debito,9,8550,855.0,1
213,SSD-2TB-02,49586712,2025-08-03,Puno,Puno,Puno,Sur,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Efectivo,8,5440,1088.0,1
214,SSD-2TB-02,10293847,2023-10-11,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Tarjeta Debito,10,6800,1020.0,1
215,SSD-2TB-02,71234567,2025-11-22,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Efectivo,2,1360,272.0,1
216,LAP-OFF-02,41253698,2023-10-29,Lima,Lima,Miraflores,Lima,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Plin,9,22500,4500.0,1
217,GPU-RTX-40,45321678,2025-04-29,Puno,Puno,Puno,Sur,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Yape,1,1850,185.0,1
218,LAP-GMR-01,10293847,2025-02-06,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Plin,2,8400,1260.0,1
219,SSD-1TB-01,71234567,2023-03-20,Junin,Huancayo,El Tambo,Centro,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Debito,3,960,192.0,1
220,SSD-2TB-02,49586712,2023-01-11,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Plin,10,6800,680.0,1
221,LAP-OFF-02,71234567,2025-12-16,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Efectivo,10,25000,3750.0,1
222,GPU-RTX-40,45321678,2023-04-08,Lima,Lima,Ate,Lima,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Yape,2,3700,555.0,1
223,SSD-1TB-01,10293847,2023-02-03,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Tarjeta Credito,8,2560,0.0,0
224,AUD-SNY-WH,70615243,2023-01-04,Ica,Ica,Parcona,Centro,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Yape,7,6650,997.5,1
225,KEY-HYP-ALL,73418529,2025-01-08,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Tarjeta Credito,9,3510,526.5,1
226,LAP-OFF-02,70615243,2025-03-03,Lambayeque,Chiclayo,Pimentel,Norte,Plataforma Web Nacional,Cupon Gamer Extremo,Plin,1,2500,250.0,1
227,RAM-16G-01,41253698,2024-05-08,Lima,Lima,San Martin de Porres,Lima,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Credito,6,1260,252.0,1
228,AUD-SNY-WH,55667788,2024-11-24,Lima,Lima,Miraflores,Lima,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Tarjeta Credito,6,5700,855.0,1
229,AUD-SNY-WH,09876543,2023-05-10,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Tarjeta Debito,3,2850,285.0,1
230,MNT-GMR-27,71234567,2024-10-08,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Tarjeta Debito,1,950,0.0,0
231,SSD-2TB-02,70615243,2024-08-08,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Tarjeta Credito,4,2720,544.0,1
232,RAM-16G-01,71234567,2025-06-13,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Tarjeta Credito,6,1260,252.0,1
233,GPU-RTX-40,49586712,2025-10-15,Puno,Puno,Puno,Sur,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Tarjeta Debito,8,14800,2960.0,1
234,RAM-16G-01,70615243,2024-01-05,La Libertad,Trujillo,Victor Larco Herrera,Norte,Plataforma Web Nacional,Cupon Gamer Extremo,Tarjeta Credito,7,1470,147.0,1
235,MOU-LOG-G5,41253698,2024-09-19,Junin,Huancayo,El Tambo,Centro,Plataforma Web Nacional,Sin Promocion / Precio Regular,Yape,5,1400,0.0,0
236,MNT-GMR-27,44332211,2025-07-04,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Plin,6,5700,855.0,1
237,LAP-GMR-01,73418529,2025-04-11,Ica,Ica,Parcona,Centro,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Tarjeta Credito,2,8400,1680.0,1
238,RAM-16G-01,70615243,2025-06-16,Lima,Lima,Ate,Lima,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Tarjeta Debito,10,2100,0.0,0
239,LAP-GMR-01,09876543,2023-03-08,Lima,Lima,Miraflores,Lima,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Yape,7,29400,5880.0,1
240,KEY-HYP-ALL,09876543,2023-06-07,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Yape,8,3120,624.0,1
241,KEY-HYP-ALL,09876543,2024-05-26,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Yape,5,1950,195.0,1
242,LAP-OFF-02,71234567,2023-08-30,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Efectivo,7,17500,1750.0,1
243,SSD-2TB-02,41253698,2025-10-02,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Efectivo,5,3400,510.0,1
244,SSD-1TB-01,45321678,2023-06-29,Lima,Lima,Los Olivos,Lima,Plataforma Web Nacional,Cupon Gamer Extremo,Tarjeta Debito,8,2560,256.0,1
245,AUD-SNY-WH,73418529,2024-08-17,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Efectivo,9,8550,0.0,0
246,SSD-2TB-02,09876543,2023-09-06,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Efectivo,4,2720,544.0,1
247,SSD-1TB-01,09876543,2025-01-25,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Yape,9,2880,0.0,0
248,MNT-GMR-27,70615243,2025-09-07,Lima,Lima,Los Olivos,Lima,Plataforma Web Nacional,Sin Promocion / Precio Regular,Yape,7,6650,0.0,0
249,MOU-LOG-G5,10293847,2024-10-11,Lima,Lima,Ate,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Tarjeta Credito,3,840,84.0,1
250,AUD-SNY-WH,45321678,2024-01-08,Piura,Piura,Castilla,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Yape,3,2850,285.0,1
251,LAP-MAC-03,10293847,2024-09-14,Lambayeque,Chiclayo,Pimentel,Norte,Plataforma Web Nacional,Sin Promocion / Precio Regular,Efectivo,3,15300,0.0,0
252,LAP-MAC-03,09876543,2023-06-11,Junin,Huancayo,El Tambo,Centro,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Efectivo,5,25500,5100.0,1
253,SSD-2TB-02,76543210,2025-12-28,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Yape,10,6800,1020.0,1
254,LAP-OFF-02,70615243,2023-12-17,Ancash,Huaraz,Independencia,Centro,Tienda Fisica CC Jockey Plaza,Campana Back to School,Efectivo,3,7500,750.0,1
255,AUD-SNY-WH,44332211,2023-06-16,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Credito,1,950,95.0,1
256,LAP-GMR-01,55667788,2023-03-04,Lima,Lima,Ate,Lima,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Efectivo,7,29400,4410.0,1
257,MNT-GMR-27,55667788,2025-04-11,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Plin,4,3800,760.0,1
258,SSD-2TB-02,49586712,2025-09-18,Lima,Lima,Miraflores,Lima,Plataforma Web Nacional,Campana Cyber Wow Mayo,Plin,7,4760,714.0,1
259,MNT-GMR-27,76543210,2025-03-27,Junin,Huancayo,El Tambo,Centro,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Yape,6,5700,1140.0,1
260,LAP-MAC-03,73418529,2023-09-08,Lambayeque,Chiclayo,Pimentel,Norte,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Debito,8,40800,8160.0,1
261,SSD-2TB-02,49586712,2025-02-25,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Tarjeta Credito,5,3400,0.0,0
262,KEY-HYP-ALL,10293847,2024-01-24,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Efectivo,6,2340,468.0,1
263,LAP-MAC-03,49586712,2023-02-17,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Yape,8,40800,4080.0,1
264,LAP-OFF-02,10293847,2024-12-23,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Tarjeta Debito,10,25000,3750.0,1
265,LAP-GMR-01,71234567,2023-01-17,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Plin,5,21000,2100.0,1
266,LAP-OFF-02,10293847,2023-04-03,Lima,Lima,Los Olivos,Lima,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Plin,6,15000,3000.0,1
267,GPU-RTX-40,71234567,2023-05-31,Ica,Ica,Parcona,Centro,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Efectivo,5,9250,1850.0,1
268,GPU-RTX-40,70615243,2023-09-21,Piura,Piura,Castilla,Norte,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Efectivo,2,3700,370.0,1
269,LAP-OFF-02,10293847,2024-02-12,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Yape,3,7500,750.0,1
270,KEY-HYP-ALL,70615243,2024-11-13,Cusco,Cusco,Wanchaq,Sur,Plataforma Web Nacional,Sin Promocion / Precio Regular,Tarjeta Credito,3,1170,0.0,0
271,MNT-GMR-27,70615243,2024-11-02,Piura,Piura,Castilla,Norte,Tienda Fisica CC Jockey Plaza,Campana Back to School,Efectivo,3,2850,285.0,1
272,KEY-HYP-ALL,73418529,2024-11-19,Lima,Lima,Los Olivos,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Yape,10,3900,390.0,1
273,MOU-LOG-G5,70615243,2023-02-04,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Yape,8,2240,224.0,1
274,RAM-16G-01,73418529,2023-02-24,Ancash,Huaraz,Independencia,Centro,Plataforma Web Nacional,Cupon Gamer Extremo,Efectivo,5,1050,105.0,1
275,KEY-HYP-ALL,49586712,2023-12-16,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Efectivo,8,3120,0.0,0
276,MOU-LOG-G5,55667788,2023-08-14,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Tarjeta Debito,1,280,42.0,1
277,SSD-1TB-01,71234567,2024-02-22,Piura,Piura,Castilla,Norte,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Debito,7,2240,224.0,1
278,GPU-RTX-40,70615243,2024-02-29,Lima,Lima,Ate,Lima,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Tarjeta Debito,9,16650,0.0,0
279,MOU-LOG-G5,73418529,2023-12-21,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Plin,6,1680,168.0,1
280,MNT-GMR-27,70615243,2024-01-29,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Efectivo,8,7600,1520.0,1
281,SSD-1TB-01,41253698,2024-02-29,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Yape,5,1600,240.0,1
282,MNT-GMR-27,73418529,2023-09-07,Piura,Piura,Castilla,Norte,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Yape,5,4750,475.0,1
283,KEY-HYP-ALL,55667788,2024-08-17,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Yape,3,1170,117.0,1
284,LAP-GMR-01,41253698,2025-09-08,Lima,Lima,San Martin de Porres,Lima,Plataforma Web Nacional,Descuento Black Friday,Plin,5,21000,4200.0,1
285,SSD-1TB-01,76543210,2023-08-12,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Yape,3,960,96.0,1
286,KEY-HYP-ALL,44332211,2024-04-21,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Efectivo,4,1560,0.0,0
287,LAP-GMR-01,45321678,2023-01-11,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Credito,3,12600,1260.0,1
288,MOU-LOG-G5,09876543,2024-10-19,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Tarjeta Debito,5,1400,140.0,1
289,SSD-2TB-02,55667788,2023-03-18,Lima,Lima,San Isidro,Lima,Plataforma Web Nacional,Campana Back to School,Tarjeta Debito,9,6120,612.0,1
290,LAP-MAC-03,10293847,2024-01-17,Puno,Puno,Puno,Sur,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Plin,8,40800,0.0,0
291,SSD-2TB-02,71234567,2024-11-17,Lima,Lima,San Isidro,Lima,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Efectivo,2,1360,136.0,1
292,SSD-2TB-02,49586712,2024-07-12,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Efectivo,8,5440,816.0,1
293,SSD-1TB-01,45321678,2023-01-29,Junin,Huancayo,El Tambo,Centro,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Yape,3,960,96.0,1
294,RAM-16G-01,41253698,2025-05-25,Ica,Ica,Parcona,Centro,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Efectivo,7,1470,220.5,1
295,MOU-LOG-G5,73418529,2025-09-04,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Tarjeta Debito,3,840,0.0,0
296,RAM-16G-01,76543210,2024-06-30,Lima,Lima,San Isidro,Lima,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Debito,8,1680,168.0,1
297,RAM-16G-01,41253698,2023-05-08,Ica,Ica,Parcona,Centro,Plataforma Web Nacional,Descuento Black Friday,Yape,4,840,168.0,1
298,AUD-SNY-WH,45321678,2024-09-28,Piura,Piura,Castilla,Norte,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Plin,9,8550,1282.5,1
299,LAP-OFF-02,55667788,2024-03-24,Puno,Puno,Puno,Sur,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Efectivo,4,10000,2000.0,1
300,LAP-MAC-03,49586712,2025-08-22,Lima,Lima,Los Olivos,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Yape,7,35700,3570.0,1
